TS time deltat Energy E1 E2 E3 Dissipation Trd volume area area_n area_gn area_gp Lat_area Epress E_tension1 E_tension2 E_tension3 Ela_small P_tension1 P_tension2 P_tension3 pressure Zmax stress strain Diss1 Diss2 Diss3
5950 132.431 0.0251295 1.95627e-05 1.22828e-05 5.92012e-07 6.68781e-06 1.91444e-10 0.00197973 0.274837 2.28166 1.4517 2.31331 2.24783 0.936823 -8.36478 11.2392 11.5665 4.68411 0 -9.99057e-05 6.06493e-05 2.32461e-05 -37.5431 1 0 0 5.3151e-06 1.35534e-06 1.11131e-06
5955 132.557 0.0251295 1.95387e-05 1.22848e-05 5.93757e-07 6.66013e-06 1.90565e-10 0.00197973 0.274837 2.28166 1.4517 2.31331 2.24783 0.936823 -8.36477 11.2391 11.5665 4.68411 0 -9.98155e-05 6.04903e-05 2.33079e-05 -37.5431 1 0 0 5.31742e-06 1.35828e-06 1.10834e-06
5960 132.683 0.0251295 1.95149e-05 1.22868e-05 5.95508e-07 6.63259e-06 1.89691e-10 0.00197973 0.274837 2.28166 1.4517 2.31331 2.24782 0.936824 -8.36477 11.2391 11.5666 4.68412 0 -9.97258e-05 6.03314e-05 2.33699e-05 -37.543 1 0 0 5.31978e-06 1.36123e-06 1.1054e-06
5965 132.808 0.0251295 1.94913e-05 1.22888e-05 5.97267e-07 6.60519e-06 1.88821e-10 0.00197973 0.274837 2.28166 1.4517 2.31331 2.24782 0.936824 -8.36476 11.2391 11.5666 4.68412 0 -9.96364e-05 6.01728e-05 2.34319e-05 -37.543 1 0 0 5.32217e-06 1.36419e-06 1.10247e-06
5970 132.934 0.0251295 1.94679e-05 1.2291e-05 5.99033e-07 6.57793e-06 1.87956e-10 0.00197973 0.274837 2.28166 1.4517 2.31332 2.24782 0.936825 -8.36475 11.2391 11.5666 4.68412 0 -9.95475e-05 6.00144e-05 2.3494e-05 -37.5429 1 0 0 5.32459e-06 1.36716e-06 1.09957e-06
5975 133.06 0.0251295 1.94448e-05 1.22932e-05 6.00805e-07 6.55081e-06 1.87095e-10 0.00197973 0.274838 2.28166 1.4517 2.31332 2.24782 0.936826 -8.36474 11.2391 11.5666 4.68413 0 -9.94589e-05 5.98563e-05 2.35562e-05 -37.5429 1 0 0 5.32704e-06 1.37014e-06 1.09668e-06
5980 133.185 0.0251295 1.94219e-05 1.22955e-05 6.02585e-07 6.52383e-06 1.8624e-10 0.00197973 0.274837 2.28166 1.4517 2.31332 2.24781 0.936826 -8.36473 11.2391 11.5666 4.68413 0 -9.93708e-05 5.96983e-05 2.36185e-05 -37.5429 1 0 0 5.32953e-06 1.37313e-06 1.09382e-06
5985 133.311 0.0251295 1.93992e-05 1.22978e-05 6.04371e-07 6.49698e-06 1.85388e-10 0.00197973 0.274838 2.28166 1.4517 2.31332 2.24781 0.936827 -8.36473 11.2391 11.5666 4.68413 0 -9.92832e-05 5.95406e-05 2.36808e-05 -37.5428 1 0 0 5.33204e-06 1.37612e-06 1.09097e-06
5990 133.437 0.0251295 1.93767e-05 1.23002e-05 6.06165e-07 6.47028e-06 1.84541e-10 0.00197973 0.274838 2.28166 1.4517 2.31332 2.24781 0.936827 -8.36472 11.2391 11.5666 4.68413 0 -9.91959e-05 5.9383e-05 2.37433e-05 -37.5428 1 0 0 5.33459e-06 1.37913e-06 1.08815e-06
5995 133.562 0.0251295 1.93544e-05 1.23027e-05 6.07965e-07 6.44371e-06 1.83699e-10 0.00197973 0.274838 2.28166 1.4517 2.31332 2.24781 0.936828 -8.36471 11.239 11.5666 4.68414 0 -9.91091e-05 5.92257e-05 2.38058e-05 -37.5428 1 0 0 5.33717e-06 1.38214e-06 1.08534e-06
6000 133.688 0.0251295 1.93323e-05 1.23052e-05 6.09773e-07 6.41728e-06 1.82861e-10 0.00197972 0.274838 2.28166 1.4517 2.31332 2.2478 0.936829 -8.3647 11.239 11.5666 4.68414 0 -9.90226e-05 5.90686e-05 2.38685e-05 -37.5427 1 0 0 5.33978e-06 1.38516e-06 1.08255e-06
6005 133.813 0.0251295 1.93104e-05 1.23078e-05 6.11588e-07 6.39098e-06 1.82028e-10 0.00197972 0.274837 2.28166 1.4517 2.31333 2.2478 0.936829 -8.36469 11.239 11.5666 4.68414 0 -9.89366e-05 5.89117e-05 2.39312e-05 -37.5427 1 0 0 5.34242e-06 1.38819e-06 1.07978e-06
6010 133.939 0.0251295 1.92887e-05 1.23105e-05 6.1341e-07 6.36482e-06 1.81199e-10 0.00197972 0.274837 2.28166 1.4517 2.31333 2.2478 0.93683 -8.36469 11.239 11.5666 4.68415 0 -9.88511e-05 5.8755e-05 2.3994e-05 -37.5427 1 0 0 5.3451e-06 1.39123e-06 1.07703e-06
6015 134.065 0.0251295 1.92673e-05 1.23132e-05 6.15239e-07 6.33879e-06 1.80374e-10 0.00197972 0.274837 2.28166 1.4517 2.31333 2.2478 0.93683 -8.36468 11.239 11.5666 4.68415 0 -9.87659e-05 5.85985e-05 2.40569e-05 -37.5426 1 0 0 5.3478e-06 1.39428e-06 1.0743e-06
6020 134.19 0.0251295 1.9246e-05 1.2316e-05 6.17075e-07 6.31289e-06 1.79554e-10 0.00197972 0.274838 2.28166 1.4517 2.31333 2.24779 0.936831 -8.36467 11.239 11.5666 4.68415 0 -9.86811e-05 5.84423e-05 2.41199e-05 -37.5426 1 0 0 5.35054e-06 1.39734e-06 1.07159e-06
6025 134.316 0.0251295 1.92249e-05 1.23189e-05 6.18918e-07 6.28713e-06 1.78738e-10 0.00197972 0.274838 2.28166 1.4517 2.31333 2.24779 0.936832 -8.36466 11.239 11.5666 4.68416 0 -9.85968e-05 5.82862e-05 2.4183e-05 -37.5425 1 0 0 5.35331e-06 1.40041e-06 1.0689e-06
6030 134.442 0.0251295 1.92041e-05 1.23218e-05 6.20768e-07 6.26149e-06 1.77927e-10 0.00197972 0.274837 2.28166 1.4517 2.31333 2.24779 0.936832 -8.36465 11.239 11.5667 4.68416 0 -9.85129e-05 5.81304e-05 2.42462e-05 -37.5425 1 0 0 5.35611e-06 1.40348e-06 1.06623e-06
6035 134.567 0.0251295 1.91834e-05 1.23248e-05 6.22626e-07 6.23599e-06 1.77119e-10 0.00197972 0.274838 2.28166 1.4517 2.31334 2.24779 0.936833 -8.36465 11.2389 11.5667 4.68416 0 -9.84294e-05 5.79747e-05 2.43094e-05 -37.5425 1 0 0 5.35893e-06 1.40657e-06 1.06357e-06
6040 134.693 0.0251295 1.9163e-05 1.23279e-05 6.24491e-07 6.21062e-06 1.76317e-10 0.00197972 0.274837 2.28166 1.4517 2.31334 2.24778 0.936833 -8.36464 11.2389 11.5667 4.68416 0 -9.83463e-05 5.78193e-05 2.43728e-05 -37.5424 1 0 0 5.3618e-06 1.40966e-06 1.06094e-06
6045 134.819 0.0251295 1.91428e-05 1.2331e-05 6.26363e-07 6.18538e-06 1.75518e-10 0.00197972 0.274838 2.28166 1.4517 2.31334 2.24778 0.936834 -8.36463 11.2389 11.5667 4.68417 0 -9.82636e-05 5.7664e-05 2.44362e-05 -37.5424 1 0 0 5.36469e-06 1.41276e-06 1.05832e-06
6050 134.944 0.0251295 1.91227e-05 1.23342e-05 6.28242e-07 6.16027e-06 1.74723e-10 0.00197972 0.274837 2.28166 1.4517 2.31334 2.24778 0.936835 -8.36462 11.2389 11.5667 4.68417 0 -9.81813e-05 5.7509e-05 2.44998e-05 -37.5424 1 0 0 5.36761e-06 1.41587e-06 1.05572e-06
6055 135.07 0.0251295 1.91029e-05 1.23375e-05 6.30129e-07 6.13529e-06 1.73933e-10 0.00197972 0.274837 2.28166 1.4517 2.31334 2.24778 0.936835 -8.36461 11.2389 11.5667 4.68417 0 -9.80995e-05 5.73542e-05 2.45634e-05 -37.5423 1 0 0 5.37056e-06 1.41899e-06 1.05314e-06
6060 135.196 0.0251295 1.90833e-05 1.23408e-05 6.32023e-07 6.11043e-06 1.73147e-10 0.00197972 0.274838 2.28166 1.4517 2.31334 2.24777 0.936836 -8.36461 11.2389 11.5667 4.68418 0 -9.8018e-05 5.71996e-05 2.46271e-05 -37.5423 1 0 0 5.37355e-06 1.42212e-06 1.05057e-06
6065 135.321 0.0251295 1.90638e-05 1.23442e-05 6.33924e-07 6.0857e-06 1.72365e-10 0.00197972 0.274838 2.28166 1.4517 2.31334 2.24777 0.936836 -8.3646 11.2389 11.5667 4.68418 0 -9.7937e-05 5.70452e-05 2.4691e-05 -37.5423 1 0 0 5.37656e-06 1.42526e-06 1.04803e-06
6070 135.447 0.0251295 1.90446e-05 1.23477e-05 6.35833e-07 6.0611e-06 1.71587e-10 0.00197971 0.274837 2.28166 1.4517 2.31335 2.24777 0.936837 -8.36459 11.2389 11.5667 4.68418 0 -9.78564e-05 5.6891e-05 2.47549e-05 -37.5422 1 0 0 5.37961e-06 1.42841e-06 1.0455e-06
6075 135.573 0.0251295 1.90256e-05 1.23512e-05 6.37749e-07 6.03663e-06 1.70814e-10 0.00197971 0.274837 2.28166 1.4517 2.31335 2.24777 0.936838 -8.36458 11.2389 11.5667 4.68419 0 -9.77762e-05 5.6737e-05 2.48189e-05 -37.5422 1 0 0 5.38268e-06 1.43156e-06 1.04299e-06
6080 135.698 0.0251295 1.90067e-05 1.23548e-05 6.39672e-07 6.01227e-06 1.70044e-10 0.00197971 0.274838 2.28166 1.4517 2.31335 2.24776 0.936838 -8.36457 11.2388 11.5667 4.68419 0 -9.76964e-05 5.65832e-05 2.4883e-05 -37.5422 1 0 0 5.38579e-06 1.43473e-06 1.0405e-06
6085 135.824 0.0251295 1.89881e-05 1.23584e-05 6.41603e-07 5.98805e-06 1.69279e-10 0.00197971 0.274838 2.28166 1.4517 2.31335 2.24776 0.936839 -8.36457 11.2388 11.5667 4.68419 0 -9.7617e-05 5.64296e-05 2.49472e-05 -37.5421 1 0 0 5.38892e-06 1.4379e-06 1.03803e-06
6090 135.949 0.0251295 1.89697e-05 1.23622e-05 6.43541e-07 5.96395e-06 1.68517e-10 0.00197971 0.274837 2.28166 1.4517 2.31335 2.24776 0.93684 -8.36456 11.2388 11.5667 4.6842 0 -9.7538e-05 5.62763e-05 2.50115e-05 -37.5421 1 0 0 5.39209e-06 1.44108e-06 1.03557e-06
6095 136.075 0.0251295 1.89514e-05 1.2366e-05 6.45487e-07 5.93997e-06 1.6776e-10 0.00197971 0.274838 2.28166 1.4517 2.31335 2.24776 0.93684 -8.36455 11.2388 11.5668 4.6842 0 -9.74594e-05 5.61231e-05 2.50758e-05 -37.542 1 0 0 5.39529e-06 1.44427e-06 1.03313e-06
6100 136.201 0.0251295 1.89334e-05 1.23698e-05 6.4744e-07 5.91611e-06 1.67007e-10 0.00197971 0.274837 2.28166 1.4517 2.31335 2.24775 0.936841 -8.36454 11.2388 11.5668 4.6842 0 -9.73813e-05 5.59701e-05 2.51403e-05 -37.542 1 0 0 5.39851e-06 1.44747e-06 1.03071e-06
6105 136.326 0.0251295 1.89155e-05 1.23737e-05 6.49401e-07 5.89238e-06 1.66257e-10 0.00197971 0.274837 2.28166 1.4517 2.31336 2.24775 0.936841 -8.36453 11.2388 11.5668 4.6842 0 -9.73035e-05 5.58173e-05 2.52049e-05 -37.542 1 0 0 5.40177e-06 1.45068e-06 1.02831e-06
6110 136.452 0.0251295 1.88978e-05 1.23777e-05 6.51369e-07 5.86876e-06 1.65512e-10 0.00197971 0.274838 2.28166 1.4517 2.31336 2.24775 0.936842 -8.36453 11.2388 11.5668 4.68421 0 -9.72262e-05 5.56647e-05 2.52695e-05 -37.5419 1 0 0 5.40506e-06 1.4539e-06 1.02592e-06
6115 136.578 0.0251295 1.88804e-05 1.23818e-05 6.53344e-07 5.84527e-06 1.6477e-10 0.00197971 0.274838 2.28166 1.4517 2.31336 2.24775 0.936843 -8.36452 11.2388 11.5668 4.68421 0 -9.71492e-05 5.55124e-05 2.53343e-05 -37.5419 1 0 0 5.40837e-06 1.45713e-06 1.02355e-06
6120 136.703 0.0251295 1.88631e-05 1.23859e-05 6.55328e-07 5.8219e-06 1.64033e-10 0.00197971 0.274838 2.28166 1.4517 2.31336 2.24774 0.936843 -8.36451 11.2387 11.5668 4.68421 0 -9.70727e-05 5.53602e-05 2.53991e-05 -37.5419 1 0 0 5.41172e-06 1.46036e-06 1.02119e-06
6125 136.829 0.0251295 1.8846e-05 1.23901e-05 6.57318e-07 5.79865e-06 1.63299e-10 0.00197971 0.274837 2.28166 1.4517 2.31336 2.24774 0.936844 -8.3645 11.2387 11.5668 4.68422 0 -9.69965e-05 5.52082e-05 2.54641e-05 -37.5418 1 0 0 5.4151e-06 1.46361e-06 1.01886e-06
6130 136.955 0.0251295 1.88291e-05 1.23943e-05 6.59317e-07 5.77551e-06 1.62569e-10 0.00197971 0.274837 2.28166 1.4517 2.31336 2.24774 0.936845 -8.3645 11.2387 11.5668 4.68422 0 -9.69208e-05 5.50564e-05 2.55291e-05 -37.5418 1 0 0 5.4185e-06 1.46686e-06 1.01654e-06
6135 137.08 0.0251295 1.88124e-05 1.23986e-05 6.61323e-07 5.7525e-06 1.61843e-10 0.00197971 0.274838 2.28166 1.4517 2.31336 2.24774 0.936845 -8.36449 11.2387 11.5668 4.68422 0 -9.68455e-05 5.49049e-05 2.55943e-05 -37.5418 1 0 0 5.42194e-06 1.47012e-06 1.01424e-06
6140 137.206 0.0251295 1.87959e-05 1.2403e-05 6.63337e-07 5.7296e-06 1.61121e-10 0.0019797 0.274838 2.28166 1.4517 2.31336 2.24773 0.936846 -8.36448 11.2387 11.5668 4.68423 0 -9.67706e-05 5.47535e-05 2.56595e-05 -37.5417 1 0 0 5.42541e-06 1.4734e-06 1.01195e-06
6145 137.332 0.0251295 1.87796e-05 1.24074e-05 6.65358e-07 5.70682e-06 1.60403e-10 0.0019797 0.274838 2.28166 1.4517 2.31337 2.24773 0.936847 -8.36447 11.2387 11.5668 4.68423 0 -9.6696e-05 5.46023e-05 2.57248e-05 -37.5417 1 0 0 5.4289e-06 1.47668e-06 1.00968e-06
6150 137.457 0.0251295 1.87635e-05 1.24119e-05 6.67387e-07 5.68416e-06 1.59688e-10 0.0019797 0.274838 2.28166 1.4517 2.31337 2.24773 0.936847 -8.36446 11.2387 11.5668 4.68423 0 -9.66219e-05 5.44513e-05 2.57903e-05 -37.5417 1 0 0 5.43243e-06 1.47997e-06 1.00743e-06
6155 137.583 0.0251295 1.87475e-05 1.24165e-05 6.69424e-07 5.66161e-06 1.58977e-10 0.0019797 0.274838 2.28166 1.4517 2.31337 2.24773 0.936848 -8.36446 11.2387 11.5668 4.68424 0 -9.65482e-05 5.43005e-05 2.58558e-05 -37.5416 1 0 0 5.43598e-06 1.48326e-06 1.00519e-06
6160 137.709 0.0251295 1.87318e-05 1.24211e-05 6.71468e-07 5.63918e-06 1.5827e-10 0.0019797 0.274838 2.28166 1.4517 2.31337 2.24772 0.936849 -8.36445 11.2386 11.5668 4.68424 0 -9.64749e-05 5.41499e-05 2.59214e-05 -37.5416 1 0 0 5.43957e-06 1.48657e-06 1.00297e-06
6165 137.834 0.0251295 1.87162e-05 1.24258e-05 6.7352e-07 5.61686e-06 1.57567e-10 0.0019797 0.274838 2.28166 1.4517 2.31337 2.24772 0.936849 -8.36444 11.2386 11.5668 4.68424 0 -9.6402e-05 5.39995e-05 2.59871e-05 -37.5416 1 0 0 5.44318e-06 1.48989e-06 1.00077e-06
6170 137.96 0.0251295 1.87009e-05 1.24306e-05 6.7558e-07 5.59466e-06 1.56867e-10 0.0019797 0.274837 2.28166 1.4517 2.31337 2.24772 0.93685 -8.36443 11.2386 11.5669 4.68425 0 -9.63294e-05 5.38493e-05 2.60529e-05 -37.5415 1 0 0 5.44682e-06 1.49321e-06 9.98579e-07
6175 138.085 0.0251295 1.86857e-05 1.24354e-05 6.77648e-07 5.57257e-06 1.56171e-10 0.0019797 0.274838 2.28166 1.4517 2.31337 2.24772 0.936851 -8.36443 11.2386 11.5669 4.68425 0 -9.62573e-05 5.36993e-05 2.61189e-05 -37.5415 1 0 0 5.45049e-06 1.49654e-06 9.96407e-07
6180 138.211 0.0251295 1.86707e-05 1.24403e-05 6.79724e-07 5.55059e-06 1.55479e-10 0.0019797 0.274838 2.28166 1.4517 2.31338 2.24771 0.936851 -8.36442 11.2386 11.5669 4.68425 0 -9.61856e-05 5.35495e-05 2.61849e-05 -37.5414 1 0 0 5.45419e-06 1.49989e-06 9.94251e-07
6185 138.337 0.0251295 1.86558e-05 1.24453e-05 6.81807e-07 5.52873e-06 1.5479e-10 0.0019797 0.274837 2.28166 1.4517 2.31338 2.24771 0.936852 -8.36441 11.2386 11.5669 4.68426 0 -9.61143e-05 5.33999e-05 2.6251e-05 -37.5414 1 0 0 5.45792e-06 1.50324e-06 9.92111e-07
6190 138.462 0.0251295 1.86412e-05 1.24503e-05 6.83899e-07 5.50697e-06 1.54105e-10 0.0019797 0.274837 2.28166 1.4517 2.31338 2.24771 0.936852 -8.3644 11.2386 11.5669 4.68426 0 -9.60434e-05 5.32505e-05 2.63172e-05 -37.5414 1 0 0 5.46168e-06 1.5066e-06 9.89986e-07
6195 138.588 0.0251295 1.86267e-05 1.24554e-05 6.85998e-07 5.48533e-06 1.53424e-10 0.0019797 0.274838 2.28166 1.4517 2.31338 2.24771 0.936853 -8.36439 11.2386 11.5669 4.68426 0 -9.59728e-05 5.31013e-05 2.63835e-05 -37.5413 1 0 0 5.46547e-06 1.50997e-06 9.87877e-07
6200 138.714 0.0251295 1.86125e-05 1.24606e-05 6.88105e-07 5.4638e-06 1.52746e-10 0.0019797 0.274838 2.28166 1.4517 2.31338 2.24771 0.936854 -8.36439 11.2385 11.5669 4.68427 0 -9.59027e-05 5.29522e-05 2.64499e-05 -37.5413 1 0 0 5.46929e-06 1.51335e-06 9.85784e-07
6205 138.839 0.0251295 1.85984e-05 1.24658e-05 6.9022e-07 5.44238e-06 1.52072e-10 0.0019797 0.274837 2.28166 1.4517 2.31338 2.2477 0.936854 -8.36438 11.2385 11.5669 4.68427 0 -9.5833e-05 5.28034e-05 2.65164e-05 -37.5413 1 0 0 5.47313e-06 1.51673e-06 9.83707e-07
6210 138.965 0.0251295 1.85845e-05 1.24711e-05 6.92343e-07 5.42107e-06 1.51401e-10 0.00197969 0.274837 2.28166 1.4517 2.31338 2.2477 0.936855 -8.36437 11.2385 11.5669 4.68427 0 -9.57637e-05 5.26548e-05 2.6583e-05 -37.5412 1 0 0 5.47701e-06 1.52013e-06 9.81644e-07
6215 139.091 0.0251295 1.85708e-05 1.24764e-05 6.94474e-07 5.39987e-06 1.50734e-10 0.00197969 0.274837 2.28166 1.4517 2.31339 2.2477 0.936856 -8.36436 11.2385 11.5669 4.68428 0 -9.56947e-05 5.25063e-05 2.66497e-05 -37.5412 1 0 0 5.48091e-06 1.52353e-06 9.79597e-07
6220 139.216 0.0251295 1.85572e-05 1.24818e-05 6.96613e-07 5.37878e-06 1.5007e-10 0.00197969 0.274838 2.28166 1.4517 2.31339 2.2477 0.936856 -8.36436 11.2385 11.5669 4.68428 0 -9.56262e-05 5.2358e-05 2.67165e-05 -37.5412 1 0 0 5.48484e-06 1.52695e-06 9.77566e-07
6225 139.342 0.0251295 1.85439e-05 1.24873e-05 6.9876e-07 5.35779e-06 1.4941e-10 0.00197969 0.274838 2.28166 1.4517 2.31339 2.24769 0.936857 -8.36435 11.2385 11.5669 4.68428 0 -9.5558e-05 5.221e-05 2.67834e-05 -37.5411 1 0 0 5.4888e-06 1.53037e-06 9.75549e-07
6230 139.468 0.0251295 1.85307e-05 1.24928e-05 7.00915e-07 5.33691e-06 1.48753e-10 0.00197969 0.274837 2.28166 1.4517 2.31339 2.24769 0.936858 -8.36434 11.2385 11.5669 4.68429 0 -9.54903e-05 5.20621e-05 2.68503e-05 -37.5411 1 0 0 5.49279e-06 1.5338e-06 9.73548e-07
6235 139.593 0.0251295 1.85177e-05 1.24985e-05 7.03078e-07 5.31614e-06 1.481e-10 0.00197969 0.274838 2.28166 1.4517 2.31339 2.24769 0.936859 -8.36433 11.2385 11.5669 4.68429 0 -9.54229e-05 5.19144e-05 2.69174e-05 -37.5411 1 0 0 5.49681e-06 1.53724e-06 9.71562e-07
6240 139.719 0.0251295 1.85049e-05 1.25041e-05 7.0525e-07 5.29548e-06 1.4745e-10 0.00197969 0.274837 2.28166 1.4517 2.31339 2.24769 0.936859 -8.36432 11.2384 11.5669 4.68429 0 -9.53559e-05 5.17669e-05 2.69846e-05 -37.541 1 0 0 5.50085e-06 1.54069e-06 9.6959e-07
6245 139.845 0.0251295 1.84922e-05 1.25099e-05 7.07429e-07 5.27492e-06 1.46804e-10 0.00197969 0.274837 2.28166 1.4517 2.31339 2.24768 0.93686 -8.36432 11.2384 11.567 4.6843 0 -9.52893e-05 5.16196e-05 2.70519e-05 -37.541 1 0 0 5.50492e-06 1.54415e-06 9.67634e-07
6250 139.97 0.0251295 1.84797e-05 1.25157e-05 7.09616e-07 5.25447e-06 1.46161e-10 0.00197969 0.274838 2.28166 1.4517 2.31339 2.24768 0.936861 -8.36431 11.2384 11.567 4.6843 0 -9.52232e-05 5.14725e-05 2.71193e-05 -37.541 1 0 0 5.50903e-06 1.54762e-06 9.65692e-07
6255 140.096 0.0251295 1.84674e-05 1.25215e-05 7.11812e-07 5.23412e-06 1.45521e-10 0.00197969 0.274838 2.28166 1.4517 2.3134 2.24768 0.936861 -8.3643 11.2384 11.567 4.6843 0 -9.51574e-05 5.13255e-05 2.71868e-05 -37.5409 1 0 0 5.51316e-06 1.55109e-06 9.63765e-07
6260 140.221 0.0251295 1.84553e-05 1.25274e-05 7.14016e-07 5.21387e-06 1.44885e-10 0.00197969 0.274837 2.28166 1.4517 2.3134 2.24768 0.936862 -8.36429 11.2384 11.567 4.68431 0 -9.5092e-05 5.11788e-05 2.72544e-05 -37.5409 1 0 0 5.51731e-06 1.55458e-06 9.61852e-07
6265 140.347 0.0251295 1.84434e-05 1.25334e-05 7.16228e-07 5.19373e-06 1.44252e-10 0.00197969 0.274838 2.28166 1.4517 2.3134 2.24767 0.936863 -8.36429 11.2384 11.567 4.68431 0 -9.50269e-05 5.10322e-05 2.73221e-05 -37.5409 1 0 0 5.5215e-06 1.55807e-06 9.59954e-07
6270 140.473 0.0251295 1.84316e-05 1.25395e-05 7.18448e-07 5.17369e-06 1.43622e-10 0.00197969 0.274837 2.28166 1.4517 2.3134 2.24767 0.936863 -8.36428 11.2384 11.567 4.68431 0 -9.49623e-05 5.08859e-05 2.73899e-05 -37.5408 1 0 0 5.52571e-06 1.56157e-06 9.58071e-07
6275 140.598 0.0251295 1.842e-05 1.25456e-05 7.20676e-07 5.15376e-06 1.42996e-10 0.00197969 0.274837 2.28166 1.4517 2.3134 2.24767 0.936864 -8.36427 11.2384 11.567 4.68432 0 -9.48981e-05 5.07397e-05 2.74578e-05 -37.5408 1 0 0 5.52996e-06 1.56509e-06 9.56202e-07
6280 140.724 0.0251295 1.84086e-05 1.25518e-05 7.22913e-07 5.13393e-06 1.42373e-10 0.00197969 0.274837 2.28166 1.4517 2.3134 2.24767 0.936865 -8.36426 11.2384 11.567 4.68432 0 -9.48342e-05 5.05937e-05 2.75258e-05 -37.5408 1 0 0 5.53423e-06 1.56861e-06 9.54347e-07
6285 140.85 0.0251295 1.83974e-05 1.2558e-05 7.25158e-07 5.11419e-06 1.41753e-10 0.00197968 0.274838 2.28166 1.4517 2.3134 2.24766 0.936865 -8.36426 11.2383 11.567 4.68432 0 -9.47708e-05 5.04479e-05 2.75939e-05 -37.5407 1 0 0 5.53852e-06 1.57214e-06 9.52507e-07
6290 140.975 0.0251295 1.83863e-05 1.25644e-05 7.27412e-07 5.09456e-06 1.41136e-10 0.00197968 0.274837 2.28166 1.4517 2.3134 2.24766 0.936866 -8.36425 11.2383 11.567 4.68433 0 -9.47077e-05 5.03023e-05 2.7662e-05 -37.5407 1 0 0 5.54285e-06 1.57567e-06 9.5068e-07
6295 141.101 0.0251295 1.83754e-05 1.25707e-05 7.29673e-07 5.07503e-06 1.40523e-10 0.00197968 0.274838 2.28166 1.4517 2.31341 2.24766 0.936867 -8.36424 11.2383 11.567 4.68433 0 -9.4645e-05 5.01568e-05 2.77303e-05 -37.5407 1 0 0 5.5472e-06 1.57922e-06 9.48868e-07
6300 141.227 0.0251295 1.83647e-05 1.25772e-05 7.31943e-07 5.0556e-06 1.39913e-10 0.00197968 0.274837 2.28166 1.4517 2.31341 2.24766 0.936867 -8.36423 11.2383 11.567 4.68433 0 -9.45827e-05 5.00116e-05 2.77987e-05 -37.5406 1 0 0 5.55158e-06 1.58278e-06 9.4707e-07
6305 141.352 0.0251295 1.83542e-05 1.25837e-05 7.34222e-07 5.03627e-06 1.39306e-10 0.00197968 0.274838 2.28166 1.4517 2.31341 2.24766 0.936868 -8.36423 11.2383 11.567 4.68434 0 -9.45208e-05 4.98665e-05 2.78672e-05 -37.5406 1 0 0 5.55599e-06 1.58634e-06 9.45285e-07
6310 141.478 0.0251295 1.83438e-05 1.25902e-05 7.36509e-07 5.01704e-06 1.38702e-10 0.00197968 0.274837 2.28166 1.4517 2.31341 2.24765 0.936869 -8.36422 11.2383 11.567 4.68434 0 -9.44593e-05 4.97216e-05 2.79358e-05 -37.5406 1 0 0 5.56042e-06 1.58991e-06 9.43515e-07
6315 141.604 0.0251295 1.83336e-05 1.25969e-05 7.38804e-07 4.99791e-06 1.38102e-10 0.00197968 0.274837 2.28166 1.4517 2.31341 2.24765 0.93687 -8.36421 11.2383 11.567 4.68434 0 -9.43981e-05 4.95769e-05 2.80045e-05 -37.5405 1 0 0 5.56489e-06 1.5935e-06 9.41758e-07
6320 141.729 0.0251295 1.83235e-05 1.26036e-05 7.41108e-07 4.97888e-06 1.37504e-10 0.00197968 0.274837 2.28166 1.4517 2.31341 2.24765 0.93687 -8.3642 11.2383 11.5671 4.68435 0 -9.43374e-05 4.94324e-05 2.80733e-05 -37.5405 1 0 0 5.56938e-06 1.59709e-06 9.40015e-07
6325 141.855 0.0251295 1.83137e-05 1.26103e-05 7.4342e-07 4.95994e-06 1.3691e-10 0.00197968 0.274838 2.28166 1.4517 2.31341 2.24765 0.936871 -8.3642 11.2382 11.5671 4.68435 0 -9.4277e-05 4.92881e-05 2.81422e-05 -37.5405 1 0 0 5.57389e-06 1.60069e-06 9.38286e-07
6330 141.981 0.0251295 1.8304e-05 1.26171e-05 7.45741e-07 4.9411e-06 1.36319e-10 0.00197968 0.274838 2.28166 1.4517 2.31341 2.24764 0.936872 -8.36419 11.2382 11.5671 4.68436 0 -9.4217e-05 4.9144e-05 2.82112e-05 -37.5404 1 0 0 5.57844e-06 1.6043e-06 9.3657e-07
6335 142.106 0.0251295 1.82945e-05 1.2624e-05 7.4807e-07 4.92236e-06 1.35731e-10 0.00197968 0.274837 2.28166 1.4517 2.31342 2.24764 0.936872 -8.36418 11.2382 11.5671 4.68436 0 -9.41574e-05 4.9e-05 2.82803e-05 -37.5404 1 0 0 5.58301e-06 1.60792e-06 9.34868e-07
6340 142.232 0.0251295 1.82851e-05 1.2631e-05 7.50408e-07 4.90371e-06 1.35146e-10 0.00197968 0.274838 2.28166 1.4517 2.31342 2.24764 0.936873 -8.36417 11.2382 11.5671 4.68436 0 -9.40982e-05 4.88562e-05 2.83496e-05 -37.5404 1 0 0 5.58761e-06 1.61154e-06 9.33179e-07
6345 142.357 0.0251295 1.82759e-05 1.2638e-05 7.52754e-07 4.88516e-06 1.34564e-10 0.00197968 0.274838 2.28166 1.4517 2.31342 2.24764 0.936874 -8.36417 11.2382 11.5671 4.68437 0 -9.40393e-05 4.87126e-05 2.84189e-05 -37.5403 1 0 0 5.59223e-06 1.61518e-06 9.31503e-07
